class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
A,0.414643377,0.676597595,-4.76E-07,0,0.487573832,0.664377451,-0.023964684,0,0.543490827,0.572944462,-0.026902935,0,0.558980584,0.484464318,-0.027312271,0,0.580730081,0.434636384,-0.021065686,0,0.513177574,0.480414391,-0.009973816,0,0.533690989,0.434778333,-0.032183938,0,0.522385299,0.508090675,-0.034815714,0,0.508390069,0.527266562,-0.03370814,0,0.470367402,0.471653342,-0.007683258,0,0.489377797,0.43540889,-0.031497046,0,0.482825249,0.522582948,-0.02879752,0,0.471679151,0.524348378,-0.021634901,0,0.429416746,0.475692928,-0.010606999,0,0.445543945,0.44946292,-0.04036966,0,0.444115937,0.531347394,-0.026376029,0,0.433753371,0.532994092,-0.010746277,0,0.386391759,0.485712349,-0.014959327,0,0.401036382,0.467376947,-0.033455163,0,0.405856222,0.523938715,-0.02208579,0,0.39793542,0.529864669,-0.009578362,0
A,0.397884041,0.677091122,-4.33E-07,0,0.469508022,0.668421328,-0.027932413,0,0.524628103,0.577992618,-0.033109266,0,0.534984231,0.486930341,-0.034339502,0,0.557837248,0.433878481,-0.029557275,0,0.498963267,0.463563323,-0.013678391,0,0.510443866,0.4541637,-0.036570445,0,0.497725368,0.523270249,-0.042085309,0,0.48490274,0.537178993,-0.043783385,0,0.450689793,0.447278678,-0.009758269,0,0.461378127,0.456167966,-0.033144217,0,0.455918968,0.536239982,-0.032792665,0,0.448047549,0.53483367,-0.027542679,0,0.405738235,0.454573363,-0.011079385,0,0.413301706,0.475263596,-0.038829472,0,0.414983571,0.549796045,-0.028816678,0,0.409224391,0.548502028,-0.016515927,0,0.363349587,0.471465349,-0.014613234,0,0.370066106,0.49408251,-0.031916544,0,0.377494305,0.544397771,-0.025263863,0,0.3748734,0.541793883,-0.015965633,0
A,0.387499273,0.679141283,-3.57E-07,0,0.45196569,0.670296371,-0.038928799,0,0.498817205,0.587924302,-0.049423955,0,0.503968596,0.498025209,-0.05346984,0,0.524281979,0.443590552,-0.050731532,0,0.474843532,0.467296839,-0.020267386,0,0.46495232,0.468775064,-0.04476729,0,0.458094299,0.525711894,-0.050800513,0,0.455589563,0.538120806,-0.051942699,0,0.429226846,0.448143125,-0.010228472,0,0.413915217,0.469816417,-0.035051852,0,0.415636539,0.545055211,-0.033079166,0,0.421310842,0.543454528,-0.025911463,0,0.386392504,0.452703059,-0.00654834,0,0.368929446,0.475807369,-0.037134904,0,0.376939535,0.545117676,-0.025747063,0,0.387423575,0.543988287,-0.011440328,0,0.344832838,0.470463872,-0.006086193,0,0.328652114,0.47986719,-0.027668959,0,0.337363422,0.524812579,-0.021671353,0,0.346779019,0.524594665,-0.011166791,0
A,0.405636668,0.658260882,-4.85E-07,0,0.479903251,0.649220586,-0.017191907,0,0.532180667,0.562340617,-0.017820407,0,0.540133059,0.472345889,-0.018082831,0,0.555490971,0.419803739,-0.012232019,0,0.502061665,0.472771227,-0.007083029,0,0.524776578,0.404036283,-0.032755975,0,0.52026546,0.477285534,-0.037457511,0,0.505607605,0.509502828,-0.035638854,0,0.461285383,0.46789965,-0.008450112,0,0.484323442,0.407358587,-0.035412908,0,0.481444061,0.49439308,-0.034341697,0,0.466289371,0.509089172,-0.02681003,0,0.420974791,0.47222653,-0.014504991,0,0.441220939,0.420196176,-0.047396358,0,0.441695511,0.50401783,-0.032703035,0,0.428787619,0.516992629,-0.014531208,0,0.375576973,0.482264638,-0.021223245,0,0.39747563,0.441916108,-0.041457132,0,0.404348701,0.498343408,-0.028121131,0,0.394779384,0.512625813,-0.013188186,0
A,0.362739742,0.625245571,-3.70E-07,0,0.425603569,0.608542562,-0.039009809,0,0.465010941,0.521853626,-0.048576664,0,0.461525381,0.425660402,-0.053276911,0,0.463400036,0.362152338,-0.04963316,0,0.432741046,0.429250062,-0.017420098,0,0.410795748,0.363720298,-0.051983666,0,0.406904191,0.426281869,-0.062857792,0,0.414533585,0.462133527,-0.063133039,0,0.390779436,0.43052426,-0.006788245,0,0.36709404,0.379365116,-0.043031856,0,0.374411196,0.458441615,-0.041881904,0,0.391148776,0.474273652,-0.030914528,0,0.355013043,0.436434001,-0.004279288,0,0.331564635,0.392984807,-0.042254068,0,0.341749042,0.462856203,-0.027255196,0,0.360128939,0.479140699,-0.006254465,0,0.320469499,0.448312372,-0.00542227,0,0.303351462,0.411607355,-0.029393157,0,0.311907172,0.460070848,-0.020605801,0,0.325583667,0.479887098,-0.005999131,0
A,0.390779018,0.65970552,-4.01E-07,0,0.45645529,0.655206263,-0.028427454,0,0.505787909,0.57297039,-0.033921916,0,0.513577104,0.488119304,-0.034777742,0,0.533576548,0.438866913,-0.029985243,0,0.48183766,0.458132863,-0.013983444,0,0.489652514,0.465684384,-0.036630765,0,0.477483004,0.52568692,-0.044114836,0,0.466076642,0.534838974,-0.0473557,0,0.434648752,0.439024538,-0.008746551,0,0.439540565,0.466382146,-0.029453965,0,0.434980363,0.53835845,-0.029007452,0,0.430396825,0.533590615,-0.024831433,0,0.390216589,0.44411692,-0.008887202,0,0.393164486,0.479530275,-0.033639595,0,0.395482928,0.545177877,-0.024850126,0,0.394288063,0.538352013,-0.01481713,0,0.348273575,0.460540295,-0.011460104,0,0.348459274,0.489845276,-0.027260777,0,0.356220305,0.535662115,-0.021934254,0,0.35859555,0.53120482,-0.014323161,0
A,0.378213465,0.678048849,-2.98E-07,0,0.434137136,0.666689575,-0.049313962,0,0.47125116,0.597185254,-0.067506038,0,0.469288677,0.517585337,-0.077818878,0,0.484078735,0.458920419,-0.079858333,0,0.449118942,0.463437766,-0.027430845,0,0.409775794,0.486932307,-0.059535027,0,0.407934874,0.541678965,-0.070701554,0,0.418305397,0.548650265,-0.073501535,0,0.405746311,0.443939328,-0.013421766,0,0.363845527,0.496950448,-0.046160229,0,0.374742955,0.562271655,-0.04689249,0,0.390446126,0.553356707,-0.03978258,0,0.36697042,0.448850214,-0.007422057,0,0.329020411,0.497513503,-0.04304092,0,0.343470484,0.556640208,-0.034185283,0,0.361296684,0.549979508,-0.020021545,0,0.331855595,0.466595113,-0.006064815,0,0.301671952,0.494734973,-0.030765297,0,0.311556667,0.538241148,-0.028708298,0,0.326026529,0.537312388,-0.019583827,0
A,0.391261965,0.671297669,-4.26E-07,0,0.461515039,0.660042763,-0.025718717,0,0.513487577,0.569538653,-0.030068532,0,0.522367656,0.479949951,-0.031069145,0,0.545113623,0.429995865,-0.025970502,0,0.484387577,0.47594437,-0.015834605,0,0.497930735,0.443991899,-0.036519252,0,0.489200294,0.512794614,-0.037603762,0,0.477870375,0.530259669,-0.035913568,0,0.438671499,0.465657353,-0.012576765,0,0.454386115,0.444587916,-0.036187097,0,0.450324267,0.526236832,-0.033750016,0,0.439255416,0.528722465,-0.026864182,0,0.39695248,0.471414894,-0.013877955,0,0.410436749,0.45814383,-0.042944495,0,0.41240412,0.536883414,-0.030226979,0,0.402998447,0.5412848,-0.015602397,0,0.354639769,0.484274209,-0.0166634,0,0.3680107,0.477465123,-0.034855038,0,0.376365334,0.530565739,-0.025331063,0,0.370660126,0.535340548,-0.014037094,0
A,0.382741988,0.689117432,-4.11E-07,0,0.451349139,0.684734941,-0.0312806,0,0.500325978,0.598566175,-0.037582621,0,0.506789565,0.509314597,-0.037940916,0,0.530322194,0.460116178,-0.032421935,0,0.476893932,0.479206502,-0.017538525,0,0.476440221,0.496020347,-0.03627855,0,0.466082305,0.551024556,-0.039602447,0,0.456781805,0.555453837,-0.040346015,0,0.429158807,0.459691048,-0.010000643,0,0.42514807,0.496667475,-0.028542629,0,0.423995405,0.567453325,-0.025900064,0,0.422465444,0.560959935,-0.020034563,0,0.385658592,0.465154529,-0.007320679,0,0.380331308,0.501852334,-0.031472255,0,0.385895699,0.566860557,-0.020963866,0,0.387902558,0.561256349,-0.009285742,0,0.344892979,0.482503295,-0.007135411,0,0.339771122,0.501652539,-0.024174437,0,0.347266197,0.546256304,-0.01764629,0,0.350087643,0.54447037,-0.008027426,0
A,0.380614758,0.665831566,-4.19E-07,0,0.451801091,0.665205896,-0.031923823,0,0.502681434,0.577703476,-0.038385164,0,0.50818038,0.478235215,-0.041251708,0,0.524742126,0.422736853,-0.036956731,0,0.470644087,0.483812958,-0.014116196,0,0.469468802,0.423261821,-0.041235231,0,0.462302655,0.487743437,-0.044704083,0,0.459437042,0.519872546,-0.041079141,0,0.426099181,0.47691974,-0.0067393,0,0.423562407,0.430898726,-0.034176689,0,0.422347546,0.51573801,-0.027510768,0,0.425828397,0.524095893,-0.014535247,0,0.38678205,0.478896499,-0.006160469,0,0.382336974,0.436842829,-0.038199596,0,0.385810494,0.513687074,-0.020185918,0,0.389806896,0.524347723,0.000953502,0,0.345936984,0.486520618,-0.008152413,0,0.344458222,0.451242387,-0.027249798,0,0.35122028,0.503727913,-0.014644632,0,0.353968531,0.518321395,0.001019854,0
A,0.375417233,0.681320369,-3.65E-07,0,0.444611341,0.680284679,-0.032589152,0,0.503201842,0.601199448,-0.040068448,0,0.516141295,0.50344789,-0.042816088,0,0.541935861,0.452732503,-0.038615547,0,0.480769187,0.504879355,-0.016058821,0,0.479985058,0.458153844,-0.039424025,0,0.46932584,0.522796631,-0.041382313,0,0.465820909,0.544549167,-0.03898827,0,0.438075185,0.489854783,-0.008572166,0,0.435984403,0.455583423,-0.032922946,0,0.431076497,0.540872335,-0.026969416,0,0.43313393,0.545711339,-0.016464151,0,0.397863418,0.488335371,-0.00713636,0,0.39250797,0.460224837,-0.03789065,0,0.392452598,0.540845215,-0.021031713,0,0.396252722,0.54818964,-0.002193754,0,0.354542613,0.494802296,-0.008001762,0,0.351410478,0.474493325,-0.027524948,0,0.356858522,0.529636025,-0.016172249,0,0.360008925,0.539206862,-0.002175626,0
A,0.402293772,0.690594912,-4.23E-07,0,0.473680377,0.673463762,-0.025269248,0,0.522613168,0.58963728,-0.029840728,0,0.525426567,0.493194878,-0.032154307,0,0.537228405,0.437328607,-0.027718719,0,0.48843506,0.507425427,-0.010667589,0,0.488248855,0.43787533,-0.034844678,0,0.484025657,0.504831254,-0.037993591,0,0.480300874,0.533701718,-0.035590313,0,0.445787698,0.504967809,-0.0066653,0,0.443753719,0.448570073,-0.030595835,0,0.446080327,0.531636477,-0.025355283,0,0.446954787,0.538361013,-0.015549262,0,0.407950163,0.511894286,-0.008228083,0,0.405269414,0.461425334,-0.036336537,0,0.409916341,0.537386954,-0.018068131,0,0.410319,0.547278523,0.00137731,0,0.367661893,0.524873197,-0.011841629,0,0.365787864,0.485396296,-0.027742047,0,0.375351489,0.533669293,-0.014100444,0,0.377022624,0.546594441,0.000775413,0
B,0.340528905,0.824672103,3.99E-07,0,0.404020399,0.782860518,-0.033124644,0,0.451449633,0.694491863,-0.042817153,0,0.420439005,0.611115873,-0.049536455,0,0.368007392,0.588723898,-0.055695012,0,0.440010279,0.567027628,-0.014892764,0,0.450939238,0.467902958,-0.030305721,0,0.452471882,0.40366739,-0.047079004,0,0.452366352,0.343333453,-0.06155381,0,0.398756027,0.546592712,-0.015498137,0,0.413307518,0.438996345,-0.027397705,0,0.42155847,0.366635054,-0.043825608,0,0.427327871,0.302034855,-0.057592861,0,0.36067307,0.552516758,-0.02089951,0,0.371031642,0.452803254,-0.034178142,0,0.382828087,0.388795704,-0.048857857,0,0.391139567,0.332346201,-0.060210869,0,0.319345236,0.577639401,-0.030416632,0,0.326790392,0.496934801,-0.043246929,0,0.337616444,0.444591075,-0.050441198,0,0.347672075,0.395761847,-0.056564946,0
B,0.340867907,0.82122159,3.97E-07,0,0.405142963,0.778527975,-0.033344869,0,0.454476267,0.689109683,-0.043101307,0,0.424917728,0.604093909,-0.049881872,0,0.371910036,0.579703689,-0.056156911,0,0.442175776,0.560511053,-0.014844725,0,0.453599513,0.461381435,-0.030736787,0,0.45533523,0.397094011,-0.048053257,0,0.455408067,0.336345196,-0.063035235,0,0.400681585,0.54017514,-0.015718253,0,0.415803164,0.432510972,-0.028331725,0,0.424337536,0.35915035,-0.045519933,0,0.430274904,0.29327628,-0.059927952,0,0.362131,0.546841979,-0.02145868,0,0.373160034,0.446574926,-0.035792366,0,0.385125935,0.382332504,-0.051115829,0,0.393613726,0.325227737,-0.062912315,0,0.320071787,0.572950661,-0.031287171,0,0.327707082,0.492598832,-0.045332991,0,0.338647068,0.440184951,-0.053268835,0,0.348974228,0.390681803,-0.059927449,0
B,0.375106186,0.806799531,3.03E-07,0,0.444051117,0.771430969,-0.02826491,0,0.498000294,0.678004324,-0.034576871,0,0.482720882,0.592742264,-0.039047714,0,0.430878818,0.571494281,-0.043790478,0,0.477733791,0.553527713,-0.011104543,0,0.489548862,0.455724388,-0.025971001,0,0.490892172,0.392696619,-0.042590436,0,0.489571959,0.334367424,-0.05702595,0,0.439659476,0.537707746,-0.013607339,0,0.453925073,0.432269692,-0.025648015,0,0.46107173,0.36108923,-0.041980468,0,0.463932604,0.297214836,-0.055764563,0,0.403259069,0.545995831,-0.020502772,0,0.415290028,0.446692467,-0.033737499,0,0.426527739,0.384156942,-0.047577005,0,0.433291763,0.327473313,-0.058653899,0,0.362613291,0.571126223,-0.031111564,0,0.370664477,0.492347151,-0.044331577,0,0.381396383,0.441781044,-0.051688049,0,0.391002089,0.393541902,-0.058170531,0
B,0.37818253,0.807869434,2.77E-07,0,0.446388483,0.770825267,-0.025113974,0,0.499324322,0.679341078,-0.031520307,0,0.487041533,0.595787168,-0.03677455,0,0.439400166,0.568754971,-0.042620581,0,0.479204357,0.550721645,-0.01037737,0,0.490206361,0.453407854,-0.025811121,0,0.490882486,0.391255617,-0.042641308,0,0.488972127,0.333270371,-0.057066064,0,0.441962242,0.537456393,-0.014581426,0,0.455210358,0.431962729,-0.027299136,0,0.461430609,0.361785293,-0.043814257,0,0.463097036,0.298100501,-0.057736751,0,0.406120002,0.548341453,-0.022841973,0,0.418266356,0.448318809,-0.036607869,0,0.428489149,0.387195855,-0.049984735,0,0.434004337,0.330991477,-0.060722839,0,0.366098672,0.576208591,-0.034419939,0,0.374987066,0.496791035,-0.048198868,0,0.386044919,0.446482569,-0.055472381,0,0.395477891,0.398133188,-0.06172822,0
B,0.361825675,0.805239856,3.84E-07,0,0.426430702,0.763034821,-0.033696648,0,0.478394717,0.675033271,-0.04392229,0,0.455768377,0.588792861,-0.051124819,0,0.40327099,0.561201811,-0.057838026,0,0.464134097,0.551085651,-0.01590896,0,0.477353215,0.451303482,-0.032418344,0,0.479558796,0.387453705,-0.050126262,0,0.479890645,0.327988923,-0.064958565,0,0.42303744,0.532467186,-0.016027471,0,0.438378543,0.425789326,-0.028759226,0,0.445857525,0.353436828,-0.045723174,0,0.45033282,0.289643317,-0.059758347,0,0.384723932,0.539207876,-0.020933704,0,0.396742404,0.440970361,-0.034248706,0,0.408531427,0.377320111,-0.048398189,0,0.416389555,0.321332633,-0.059496202,0,0.342960238,0.5637393,-0.030023443,0,0.351475954,0.48657304,-0.042760484,0,0.361507982,0.435930848,-0.049664114,0,0.369932204,0.388729572,-0.055497702,0
B,0.380675554,0.8421731,3.95E-07,0,0.44067499,0.793552339,-0.034420766,0,0.481816441,0.695384026,-0.044066608,0,0.44755742,0.613838911,-0.050424144,0,0.391624749,0.597432017,-0.056145877,0,0.456037402,0.570351779,-0.015597779,0,0.453425765,0.468910456,-0.031220423,0,0.447034895,0.405692816,-0.048116229,0,0.440458238,0.346879631,-0.062574774,0,0.412712723,0.557972848,-0.015087151,0,0.414785177,0.448309839,-0.027668569,0,0.416384965,0.37344408,-0.044333242,0,0.417092502,0.307370454,-0.058218367,0,0.375156075,0.571094155,-0.019565566,0,0.374326557,0.470070511,-0.033607349,0,0.377274305,0.404417396,-0.048474621,0,0.377841383,0.347943068,-0.059752401,0,0.337130308,0.602318466,-0.028230028,0,0.337398499,0.522077501,-0.041706443,0,0.342630863,0.470307052,-0.049486127,0,0.347121507,0.422920227,-0.055891942,0
B,0.376075953,0.837358057,3.94E-07,0,0.428714812,0.780417264,-0.036525123,0,0.448393553,0.670808554,-0.044151548,0,0.395413011,0.602002561,-0.047935739,0,0.340615034,0.595325351,-0.050334278,0,0.421419978,0.549130499,-0.009640364,0,0.412008166,0.449969023,-0.022884419,0,0.403676003,0.388158798,-0.038695332,0,0.396155477,0.332524955,-0.052169688,0,0.379264593,0.544758856,-0.006609668,0,0.37131688,0.438084841,-0.015972262,0,0.366712093,0.36746949,-0.031768087,0,0.363344282,0.304733187,-0.044686209,0,0.34675169,0.565552771,-0.009253372,0,0.337322533,0.469260335,-0.021113545,0,0.335254788,0.407195121,-0.035672795,0,0.332065284,0.353188723,-0.046212513,0,0.316935509,0.605046809,-0.01633293,0,0.309807539,0.527426124,-0.027556831,0,0.309517145,0.478582144,-0.0340649,0,0.309292436,0.43336758,-0.039312702,0
B,0.343776882,0.817420781,4.72E-07,0,0.383613676,0.7683599,-0.060324404,0,0.385468632,0.669247031,-0.079096131,0,0.337257594,0.596425533,-0.089612551,0,0.284752786,0.575333476,-0.0975549,0,0.376686275,0.533967495,-0.027858593,0,0.35875991,0.435640872,-0.046860371,0,0.346320957,0.37109217,-0.06830889,0,0.336478502,0.311554641,-0.085968696,0,0.338426203,0.525048971,-0.013073494,0,0.324014157,0.42021209,-0.029159945,0,0.316994071,0.348409176,-0.050920404,0,0.314417303,0.282150269,-0.068181798,0,0.305872917,0.541671515,-0.006060263,0,0.29303208,0.444277704,-0.022280632,0,0.288876325,0.37808907,-0.04203362,0,0.288161725,0.321264416,-0.056097392,0,0.276287556,0.574910522,-0.005531501,0,0.264205098,0.494544983,-0.018894764,0,0.258008718,0.441230625,-0.030451339,0,0.254821748,0.392882168,-0.039881464,0
